"iter","algo","resu","Val"
"1","BM","sol",8
"1","BM","time",0.0370000256225467
"1","BM","cpu",0.012
"1","BM","LB",8
"1","HR","sol",8
"1","HR","time",0.0350003130733967
"1","HR","cpu",0.013
"1","HR","LB",8
"1","DB_BM","sol",8
"1","DB_BM","time",133.853009389713
"1","DB_BM","cpu",8.56499999999983
"1","DB_BM","nodes",1994
"1","DB_BM","LB",8
"1","DB_BM","first",505
"1","DB_BM","best",1994
"1","DB_HR","sol",8
"1","DB_HR","time",35.4830025695264
"1","DB_HR","cpu",3.05299999999998
"1","DB_HR","nodes",550
"1","DB_HR","LB",8
"1","DB_HR","first",183
"1","DB_HR","best",550
"2","BM","sol",13
"2","BM","time",0.0650004018098116
"2","BM","cpu",0.036
"2","BM","nodes",74
"2","BM","LB",13
"2","HR","sol",13
"2","HR","time",0.085000041872263
"2","HR","cpu",0.053
"2","HR","nodes",86
"2","HR","LB",13
"2","DB_BM","sol",13
"2","DB_BM","time",129.169017495587
"2","DB_BM","cpu",8.4949999999998
"2","DB_BM","nodes",2101
"2","DB_BM","LB",8
"2","DB_BM","first",693
"2","DB_BM","best",1663
"2","DB_HR","sol",13
"2","DB_HR","time",94.4609774043784
"2","DB_HR","cpu",7.35599999999984
"2","DB_HR","nodes",1501
"2","DB_HR","LB",8
"2","DB_HR","first",667
"2","DB_HR","best",975
"3","BM","sol",12
"3","BM","time",0.0420002499595284
"3","BM","cpu",0.022
"3","BM","nodes",50
"3","BM","LB",12
"3","HR","sol",12
"3","HR","time",0.0809999881312251
"3","HR","cpu",0.058
"3","HR","nodes",147
"3","HR","LB",12
"3","DB_BM","sol",12
"3","DB_BM","time",176.708982302807
"3","DB_BM","cpu",11.301
"3","DB_BM","nodes",2906
"3","DB_BM","LB",10
"3","DB_BM","first",589
"3","DB_BM","best",1407
"3","DB_HR","sol",12
"3","DB_HR","time",157.916995114647
"3","DB_HR","cpu",11.4229999999998
"3","DB_HR","nodes",2611
"3","DB_HR","LB",10.06
"3","DB_HR","first",182
"3","DB_HR","best",1335
"4","BM","sol",13
"4","BM","time",0.0349996844306588
"4","BM","cpu",0.017
"4","BM","nodes",10
"4","BM","LB",12.9999899997
"4","HR","sol",13
"4","HR","time",0.0689998269081116
"4","HR","cpu",0.046
"4","HR","nodes",169
"4","HR","LB",13
"4","DB_BM","sol",13
"4","DB_BM","time",100.363007350825
"4","DB_BM","cpu",6.72899999999987
"4","DB_BM","nodes",1672
"4","DB_BM","LB",10
"4","DB_BM","first",147
"4","DB_BM","best",320
"4","DB_HR","sol",13
"4","DB_HR","time",172.184988157824
"4","DB_HR","cpu",12.5429999999998
"4","DB_HR","nodes",2835
"4","DB_HR","LB",10
"4","DB_HR","first",111
"4","DB_HR","best",1995
"5","BM","sol",8
"5","BM","time",0.0320004299283028
"5","BM","cpu",0.012
"5","BM","LB",8
"5","HR","sol",8
"5","HR","time",0.0300000887364149
"5","HR","cpu",0.014
"5","HR","LB",8
"5","DB_BM","sol",8
"5","DB_BM","time",284.069994091988
"5","DB_BM","cpu",16.717
"5","DB_BM","nodes",4397
"5","DB_BM","LB",8
"5","DB_BM","first",1509
"5","DB_BM","best",4397
"5","DB_HR","sol",8
"5","DB_HR","time",30.8590001659468
"5","DB_HR","cpu",2.66699999999999
"5","DB_HR","nodes",569
"5","DB_HR","LB",8
"5","DB_HR","first",363
"5","DB_HR","best",569
"6","BM","sol",9
"6","BM","time",0.0249998643994331
"6","BM","cpu",0.009
"6","BM","LB",9
"6","HR","sol",9
"6","HR","time",0.0300000887364149
"6","HR","cpu",0.013
"6","HR","LB",9
"6","DB_BM","sol",9
"6","DB_BM","time",88.7070179684088
"6","DB_BM","cpu",5.72799999999998
"6","DB_BM","nodes",1574
"6","DB_BM","LB",9
"6","DB_BM","first",1383
"6","DB_BM","best",1574
"6","DB_HR","sol",9
"6","DB_HR","time",27.8910055523738
"6","DB_HR","cpu",2.34399999999999
"6","DB_HR","nodes",500
"6","DB_HR","LB",9
"6","DB_HR","first",46
"6","DB_HR","best",500
"7","BM","sol",5
"7","BM","time",0.0260000349953771
"7","BM","cpu",0.009
"7","BM","LB",5
"7","HR","sol",5
"7","HR","time",0.0349996844306588
"7","HR","cpu",0.014
"7","HR","LB",5
"7","DB_BM","sol",5
"7","DB_BM","time",95.8910126471892
"7","DB_BM","cpu",6.29399999999995
"7","DB_BM","nodes",1718
"7","DB_BM","LB",5
"7","DB_BM","first",1141
"7","DB_BM","best",1718
"7","DB_HR","sol",5
"7","DB_HR","time",0.239001167938113
"7","DB_HR","cpu",0.026
"7","DB_HR","nodes",3
"7","DB_HR","LB",5
"7","DB_HR","first",3
"7","DB_HR","best",3
"8","BM","sol",9
"8","BM","time",0.028999918140471
"8","BM","cpu",0.013
"8","BM","LB",9
"8","HR","sol",9
"8","HR","time",0.0280003761872649
"8","HR","cpu",0.01
"8","HR","LB",9
"8","DB_BM","sol",9
"8","DB_BM","time",100.809001084417
"8","DB_BM","cpu",6.54499999999992
"8","DB_BM","nodes",1657
"8","DB_BM","LB",9
"8","DB_BM","first",505
"8","DB_BM","best",1657
"8","DB_HR","sol",9
"8","DB_HR","time",59.4260104000568
"8","DB_HR","cpu",4.88699999999993
"8","DB_HR","nodes",1005
"8","DB_HR","LB",9
"8","DB_HR","first",361
"8","DB_HR","best",1005
"9","BM","sol",10
"9","BM","time",0.0260000349953771
"9","BM","cpu",0.008
"9","BM","LB",10
"9","HR","sol",10
"9","HR","time",0.056000123731792
