"iter","algo","resu","Val"
"9","DB_HR","time",3.29100068192929
"9","DB_HR","cpu",0.653
"9","DB_HR","nodes",48
"9","DB_HR","LB",5
"9","DB_HR","first",13
"9","DB_HR","best",48
"10","BM","sol",6
"10","BM","time",0.0430004205554724
"10","BM","cpu",0.025
"10","BM","LB",6
"10","HR","sol",6
"10","HR","time",0.082000158727169
"10","HR","cpu",0.056
"10","HR","LB",6
"10","DB_BM","sol",6
"10","DB_BM","time",8.39200273621827
"10","DB_BM","cpu",0.546
"10","DB_BM","nodes",144
"10","DB_BM","LB",6
"10","DB_BM","first",65
"10","DB_BM","best",144
"10","DB_HR","sol",6
"10","DB_HR","time",2.75100159924477
"10","DB_HR","cpu",0.402
"10","DB_HR","nodes",44
"10","DB_HR","LB",6
"10","DB_HR","first",36
"10","DB_HR","best",44
